date,market_hash_name,price,daily_volume,weapon_type,rarity,wear,is_stattrak,is_floor_price,days_to_next_major,days_since_last_major,is_major_active,days_since_cs2_announce,steam_ccu
2020-09-16,Glock-18 | Dragon Tattoo (Minimal Wear),0.059,1463,Glock-18,Mil-Spec,MW,0,0,405,374,0,-917,19500000
2020-09-17,Glock-18 | Dragon Tattoo (Minimal Wear),0.06,1691,Glock-18,Mil-Spec,MW,0,0,404,375,0,-916,19500000
2020-09-18,Glock-18 | Dragon Tattoo (Minimal Wear),0.062,1374,Glock-18,Mil-Spec,MW,0,0,403,376,0,-915,19500000
2020-09-19,Glock-18 | Dragon Tattoo (Minimal Wear),0.063,1362,Glock-18,Mil-Spec,MW,0,0,402,377,0,-914,19500000
2020-09-20,Glock-18 | Dragon Tattoo (Minimal Wear),0.064,1483,Glock-18,Mil-Spec,MW,0,0,401,378,0,-913,19500000
2020-09-21,Glock-18 | Dragon Tattoo (Minimal Wear),0.066,1141,Glock-18,Mil-Spec,MW,0,0,400,379,0,-912,19500000
2020-09-22,Glock-18 | Dragon Tattoo (Minimal Wear),0.064,1056,Glock-18,Mil-Spec,MW,0,0,399,380,0,-911,19500000
2020-09-23,Glock-18 | Dragon Tattoo (Minimal Wear),0.065,1482,Glock-18,Mil-Spec,MW,0,0,398,381,0,-910,19500000
2020-09-24,Glock-18 | Dragon Tattoo (Minimal Wear),0.071,1727,Glock-18,Mil-Spec,MW,0,0,397,382,0,-909,19500000
2020-09-25,Glock-18 | Dragon Tattoo (Minimal Wear),0.062,1373,Glock-18,Mil-Spec,MW,0,0,396,383,0,-908,19500000
2020-09-26,Glock-18 | Dragon Tattoo (Minimal Wear),0.065,1483,Glock-18,Mil-Spec,MW,0,0,395,384,0,-907,19500000
2020-09-27,Glock-18 | Dragon Tattoo (Minimal Wear),0.063,1416,Glock-18,Mil-Spec,MW,0,0,394,385,0,-906,19500000
2020-09-28,Glock-18 | Dragon Tattoo (Minimal Wear),0.061,1188,Glock-18,Mil-Spec,MW,0,0,393,386,0,-905,19500000
2020-09-29,Glock-18 | Dragon Tattoo (Minimal Wear),0.063,1138,Glock-18,Mil-Spec,MW,0,0,392,387,0,-904,19500000
2020-09-30,Glock-18 | Dragon Tattoo (Minimal Wear),0.06,1174,Glock-18,Mil-Spec,MW,0,0,391,388,0,-903,19500000
2020-10-01,Glock-18 | Dragon Tattoo (Minimal Wear),0.062,1216,Glock-18,Mil-Spec,MW,0,0,390,389,0,-902,19000000
2020-10-02,Glock-18 | Dragon Tattoo (Minimal Wear),0.0619999999999999,1300,Glock-18,Mil-Spec,MW,0,0,389,390,0,-901,19000000
2020-10-03,Glock-18 | Dragon Tattoo (Minimal Wear),0.062,1325,Glock-18,Mil-Spec,MW,0,0,388,391,0,-900,19000000
2020-10-04,Glock-18 | Dragon Tattoo (Minimal Wear),0.064,1379,Glock-18,Mil-Spec,MW,0,0,387,392,0,-899,19000000
2020-10-05,Glock-18 | Dragon Tattoo (Minimal Wear),0.062,959,Glock-18,Mil-Spec,MW,0,0,386,393,0,-898,19000000
2020-10-06,Glock-18 | Dragon Tattoo (Minimal Wear),0.061,1010,Glock-18,Mil-Spec,MW,0,0,385,394,0,-897,19000000
2020-10-07,Glock-18 | Dragon Tattoo (Minimal Wear),0.0609999999999999,1257,Glock-18,Mil-Spec,MW,0,0,384,395,0,-896,19000000
2020-10-08,Glock-18 | Dragon Tattoo (Minimal Wear),0.061,1109,Glock-18,Mil-Spec,MW,0,0,383,396,0,-895,19000000
2020-10-09,Glock-18 | Dragon Tattoo (Minimal Wear),0.0619999999999999,1384,Glock-18,Mil-Spec,MW,0,0,382,397,0,-894,19000000
2020-10-10,Glock-18 | Dragon Tattoo (Minimal Wear),0.0619999999999999,1175,Glock-18,Mil-Spec,MW,0,0,381,398,0,-893,19000000
2020-10-11,Glock-18 | Dragon Tattoo (Minimal Wear),0.0609999999999999,1096,Glock-18,Mil-Spec,MW,0,0,380,399,0,-892,19000000
2020-10-12,Glock-18 | Dragon Tattoo (Minimal Wear),0.061,1200,Glock-18,Mil-Spec,MW,0,0,379,400,0,-891,19000000
2020-10-13,Glock-18 | Dragon Tattoo (Minimal Wear),0.061,1101,Glock-18,Mil-Spec,MW,0,0,378,401,0,-890,19000000
2020-10-14,Glock-18 | Dragon Tattoo (Minimal Wear),0.063,1308,Glock-18,Mil-Spec,MW,0,0,377,402,0,-889,19000000
2020-10-15,Glock-18 | Dragon Tattoo (Minimal Wear),0.061,1025,Glock-18,Mil-Spec,MW,0,0,376,403,0,-888,19000000
2020-10-16,Glock-18 | Dragon Tattoo (Minimal Wear),0.063,1299,Glock-18,Mil-Spec,MW,0,0,375,404,0,-887,19000000
2020-10-17,Glock-18 | Dragon Tattoo (Minimal Wear),0.063,1291,Glock-18,Mil-Spec,MW,0,0,374,405,0,-886,19000000
2020-10-18,Glock-18 | Dragon Tattoo (Minimal Wear),0.062,1078,Glock-18,Mil-Spec,MW,0,0,373,406,0,-885,19000000
2020-10-19,Glock-18 | Dragon Tattoo (Minimal Wear),0.06,947,Glock-18,Mil-Spec,MW,0,0,372,407,0,-884,19000000
2020-10-20,Glock-18 | Dragon Tattoo (Minimal Wear),0.06,917,Glock-18,Mil-Spec,MW,0,0,371,408,0,-883,19000000
2020-10-21,Glock-18 | Dragon Tattoo (Minimal Wear),0.059,1188,Glock-18,Mil-Spec,MW,0,0,370,409,0,-882,19000000
2020-10-22,Glock-18 | Dragon Tattoo (Minimal Wear),0.061,1330,Glock-18,Mil-Spec,MW,0,0,369,410,0,-881,19000000
2020-10-23,Glock-18 | Dragon Tattoo (Minimal Wear),0.0599999999999999,1172,Glock-18,Mil-Spec,MW,0,0,368,411,0,-880,19000000
2020-10-24,Glock-18 | Dragon Tattoo (Minimal Wear),0.06,1161,Glock-18,Mil-Spec,MW,0,0,367,412,0,-879,19000000
2020-10-25,Glock-18 | Dragon Tattoo (Minimal Wear),0.062,1279,Glock-18,Mil-Spec,MW,0,0,366,413,0,-878,19000000
2020-10-26,Glock-18 | Dragon Tattoo (Minimal Wear),0.06,1114,Glock-18,Mil-Spec,MW,0,0,365,414,0,-877,19000000
2020-10-27,Glock-18 | Dragon Tattoo (Minimal Wear),0.06,952,Glock-18,Mil-Spec,MW,0,0,364,415,0,-876,19000000
2020-10-28,Glock-18 | Dragon Tattoo (Minimal Wear),0.0589999999999999,1168,Glock-18,Mil-Spec,MW,0,0,363,416,0,-875,19000000
2020-10-29,Glock-18 | Dragon Tattoo (Minimal Wear),0.0599999999999999,1146,Glock-18,Mil-Spec,MW,0,0,362,417,0,-874,19000000
2020-10-30,Glock-18 | Dragon Tattoo (Minimal Wear),0.059,1439,Glock-18,Mil-Spec,MW,0,0,361,418,0,-873,19000000
2020-10-31,Glock-18 | Dragon Tattoo (Minimal Wear),0.058,1451,Glock-18,Mil-Spec,MW,0,0,360,419,0,-872,19000000
2020-11-01,Glock-18 | Dragon Tattoo (Minimal Wear),0.0559999999999999,1311,Glock-18,Mil-Spec,MW,0,0,359,420,0,-871,18800000
2020-11-02,Glock-18 | Dragon Tattoo (Minimal Wear),0.057,969,Glock-18,Mil-Spec,MW,0,0,358,421,0,-870,18800000
2020-11-03,Glock-18 | Dragon Tattoo (Minimal Wear),0.057,1177,Glock-18,Mil-Spec,MW,0,0,357,422,0,-869,18800000
2020-11-04,Glock-18 | Dragon Tattoo (Minimal Wear),0.0579999999999999,1344,Glock-18,Mil-Spec,MW,0,0,356,423,0,-868,18800000
2020-11-05,Glock-18 | Dragon Tattoo (Minimal Wear),0.058,1274,Glock-18,Mil-Spec,MW,0,0,355,424,0,-867,18800000
2020-11-06,Glock-18 | Dragon Tattoo (Minimal Wear),0.057,1257,Glock-18,Mil-Spec,MW,0,0,354,425,0,-866,18800000
2020-11-07,Glock-18 | Dragon Tattoo (Minimal Wear),0.058,1396,Glock-18,Mil-Spec,MW,0,0,353,426,0,-865,18800000
2020-11-08,Glock-18 | Dragon Tattoo (Minimal Wear),0.057,1323,Glock-18,Mil-Spec,MW,0,0,352,427,0,-864,18800000
2020-11-09,Glock-18 | Dragon Tattoo (Minimal Wear),0.057,1085,Glock-18,Mil-Spec,MW,0,0,351,428,0,-863,18800000
2020-11-10,Glock-18 | Dragon Tattoo (Minimal Wear),0.0579999999999999,1174,Glock-18,Mil-Spec,MW,0,0,350,429,0,-862,18800000
2020-11-11,Glock-18 | Dragon Tattoo (Minimal Wear),0.057,1272,Glock-18,Mil-Spec,MW,0,0,349,430,0,-861,18800000
2020-11-12,Glock-18 | Dragon Tattoo (Minimal Wear),0.057,1165,Glock-18,Mil-Spec,MW,0,0,348,431,0,-860,18800000
2020-11-13,Glock-18 | Dragon Tattoo (Minimal Wear),0.056,1166,Glock-18,Mil-Spec,MW,0,0,347,432,0,-859,18800000
2020-11-14,Glock-18 | Dragon Tattoo (Minimal Wear),0.057,1145,Glock-18,Mil-Spec,MW,0,0,346,433,0,-858,18800000
2020-11-15,Glock-18 | Dragon Tattoo (Minimal Wear),0.056,989,Glock-18,Mil-Spec,MW,0,0,345,434,0,-857,18800000
2020-11-16,Glock-18 | Dragon Tattoo (Minimal Wear),0.0559999999999999,1230,Glock-18,Mil-Spec,MW,0,0,344,435,0,-856,18800000
2020-11-17,Glock-18 | Dragon Tattoo (Minimal Wear),0.058,1249,Glock-18,Mil-Spec,MW,0,0,343,436,0,-855,18800000
2020-11-18,Glock-18 | Dragon Tattoo (Minimal Wear),0.058,1347,Glock-18,Mil-Spec,MW,0,0,342,437,0,-854,18800000
2020-11-19,Glock-18 | Dragon Tattoo (Minimal Wear),0.056,1227,Glock-18,Mil-Spec,MW,0,0,341,438,0,-853,18800000
2020-11-20,Glock-18 | Dragon Tattoo (Minimal Wear),0.056,1294,Glock-18,Mil-Spec,MW,0,0,340,439,0,-852,18800000
2020-11-21,Glock-18 | Dragon Tattoo (Minimal Wear),0.057,1514,Glock-18,Mil-Spec,MW,0,0,339,440,0,-851,18800000
2020-11-22,Glock-18 | Dragon Tattoo (Minimal Wear),0.057,1581,Glock-18,Mil-Spec,MW,0,0,338,441,0,-850,18800000
2020-11-23,Glock-18 | Dragon Tattoo (Minimal Wear),0.056,1389,Glock-18,Mil-Spec,MW,0,0,337,442,0,-849,18800000
2020-11-24,Glock-18 | Dragon Tattoo (Minimal Wear),0.055,1083,Glock-18,Mil-Spec,MW,0,0,336,443,0,-848,18800000
2020-11-25,Glock-18 | Dragon Tattoo (Minimal Wear),0.055,1539,Glock-18,Mil-Spec,MW,0,0,335,444,0,-847,18800000
2020-11-26,Glock-18 | Dragon Tattoo (Minimal Wear),0.052,1654,Glock-18,Mil-Spec,MW,0,0,334,445,0,-846,18800000
2020-11-27,Glock-18 | Dragon Tattoo (Minimal Wear),0.052,1712,Glock-18,Mil-Spec,MW,0,0,333,446,0,-845,18800000
2020-11-28,Glock-18 | Dragon Tattoo (Minimal Wear),0.051,1628,Glock-18,Mil-Spec,MW,0,0,332,447,0,-844,18800000
2020-11-29,Glock-18 | Dragon Tattoo (Minimal Wear),0.053,1624,Glock-18,Mil-Spec,MW,0,0,331,448,0,-843,18800000
2020-11-30,Glock-18 | Dragon Tattoo (Minimal Wear),0.05,1313,Glock-18,Mil-Spec,MW,0,1,330,449,0,-842,18800000
2020-12-01,Glock-18 | Dragon Tattoo (Minimal Wear),0.052,1366,Glock-18,Mil-Spec,MW,0,0,329,450,0,-841,21000000
2020-12-02,Glock-18 | Dragon Tattoo (Minimal Wear),0.052,1265,Glock-18,Mil-Spec,MW,0,0,328,451,0,-840,21000000
2020-12-03,Glock-18 | Dragon Tattoo (Minimal Wear),0.051,1208,Glock-18,Mil-Spec,MW,0,0,327,452,0,-839,21000000
2020-12-04,Glock-18 | Dragon Tattoo (Minimal Wear),0.053,1643,Glock-18,Mil-Spec,MW,0,0,326,453,0,-838,21000000
2020-12-05,Glock-18 | Dragon Tattoo (Minimal Wear),0.056,1999,Glock-18,Mil-Spec,MW,0,0,325,454,0,-837,21000000
2020-12-06,Glock-18 | Dragon Tattoo (Minimal Wear),0.059,2335,Glock-18,Mil-Spec,MW,0,0,324,455,0,-836,21000000
2020-12-07,Glock-18 | Dragon Tattoo (Minimal Wear),0.061,2190,Glock-18,Mil-Spec,MW,0,0,323,456,0,-835,21000000
2020-12-08,Glock-18 | Dragon Tattoo (Minimal Wear),0.06,1662,Glock-18,Mil-Spec,MW,0,0,322,457,0,-834,21000000
2020-12-09,Glock-18 | Dragon Tattoo (Minimal Wear),0.062,1560,Glock-18,Mil-Spec,MW,0,0,321,458,0,-833,21000000
2020-12-10,Glock-18 | Dragon Tattoo (Minimal Wear),0.061,1992,Glock-18,Mil-Spec,MW,0,0,320,459,0,-832,21000000
2020-12-11,Glock-18 | Dragon Tattoo (Minimal Wear),0.063,2578,Glock-18,Mil-Spec,MW,0,0,319,460,0,-831,21000000
2020-12-12,Glock-18 | Dragon Tattoo (Minimal Wear),0.069,2201,Glock-18,Mil-Spec,MW,0,0,318,461,0,-830,21000000
2020-12-13,Glock-18 | Dragon Tattoo (Minimal Wear),0.073,1966,Glock-18,Mil-Spec,MW,0,0,317,462,0,-829,21000000
2020-12-14,Glock-18 | Dragon Tattoo (Minimal Wear),0.076,1365,Glock-18,Mil-Spec,MW,0,0,316,463,0,-828,21000000
2020-12-15,Glock-18 | Dragon Tattoo (Minimal Wear),0.076,1508,Glock-18,Mil-Spec,MW,0,0,315,464,0,-827,21000000
2020-12-16,Glock-18 | Dragon Tattoo (Minimal Wear),0.0779999999999999,1669,Glock-18,Mil-Spec,MW,0,0,314,465,0,-826,21000000
2020-12-17,Glock-18 | Dragon Tattoo (Minimal Wear),0.081,1714,Glock-18,Mil-Spec,MW,0,0,313,466,0,-825,21000000
2020-12-18,Glock-18 | Dragon Tattoo (Minimal Wear),0.087,2071,Glock-18,Mil-Spec,MW,0,0,312,467,0,-824,21000000
2020-12-19,Glock-18 | Dragon Tattoo (Minimal Wear),0.09,1996,Glock-18,Mil-Spec,MW,0,0,311,468,0,-823,21000000
2020-12-20,Glock-18 | Dragon Tattoo (Minimal Wear),0.091,1323,Glock-18,Mil-Spec,MW,0,0,310,469,0,-822,21000000
2020-12-21,Glock-18 | Dragon Tattoo (Minimal Wear),0.088,1142,Glock-18,Mil-Spec,MW,0,0,309,470,0,-821,21000000
2020-12-22,Glock-18 | Dragon Tattoo (Minimal Wear),0.084,1344,Glock-18,Mil-Spec,MW,0,0,308,471,0,-820,21000000
2020-12-23,Glock-18 | Dragon Tattoo (Minimal Wear),0.083,1834,Glock-18,Mil-Spec,MW,0,0,307,472,0,-819,21000000
2020-12-24,Glock-18 | Dragon Tattoo (Minimal Wear),0.081,2078,Glock-18,Mil-Spec,MW,0,0,306,473,0,-818,21000000
2020-12-25,Glock-18 | Dragon Tattoo (Minimal Wear),0.08,1486,Glock-18,Mil-Spec,MW,0,0,305,474,0,-817,21000000
2020-12-26,Glock-18 | Dragon Tattoo (Minimal Wear),0.077,1796,Glock-18,Mil-Spec,MW,0,0,304,475,0,-816,21000000
2020-12-27,Glock-18 | Dragon Tattoo (Minimal Wear),0.079,1260,Glock-18,Mil-Spec,MW,0,0,303,476,0,-815,21000000
2020-12-28,Glock-18 | Dragon Tattoo (Minimal Wear),0.077,1733,Glock-18,Mil-Spec,MW,0,0,302,477,0,-814,21000000
2020-12-29,Glock-18 | Dragon Tattoo (Minimal Wear),0.078,1895,Glock-18,Mil-Spec,MW,0,0,301,478,0,-813,21000000
2020-12-30,Glock-18 | Dragon Tattoo (Minimal Wear),0.082,2186,Glock-18,Mil-Spec,MW,0,0,300,479,0,-812,21000000
2020-12-31,Glock-18 | Dragon Tattoo (Minimal Wear),0.086,1958,Glock-18,Mil-Spec,MW,0,0,299,480,0,-811,21000000
2021-01-01,Glock-18 | Dragon Tattoo (Minimal Wear),0.088,1602,Glock-18,Mil-Spec,MW,0,0,298,481,0,-810,21500000
2021-01-02,Glock-18 | Dragon Tattoo (Minimal Wear),0.087,1598,Glock-18,Mil-Spec,MW,0,0,297,482,0,-809,21500000
2021-01-03,Glock-18 | Dragon Tattoo (Minimal Wear),0.088,2185,Glock-18,Mil-Spec,MW,0,0,296,483,0,-808,21500000
2021-01-04,Glock-18 | Dragon Tattoo (Minimal Wear),0.096,1871,Glock-18,Mil-Spec,MW,0,0,295,484,0,-807,21500000
2021-01-05,Glock-18 | Dragon Tattoo (Minimal Wear),0.102,1650,Glock-18,Mil-Spec,MW,0,0,294,485,0,-806,21500000
2021-01-06,Glock-18 | Dragon Tattoo (Minimal Wear),0.102,1541,Glock-18,Mil-Spec,MW,0,0,293,486,0,-805,21500000
2021-01-07,Glock-18 | Dragon Tattoo (Minimal Wear),0.1009999999999999,1504,Glock-18,Mil-Spec,MW,0,0,292,487,0,-804,21500000
2021-01-08,Glock-18 | Dragon Tattoo (Minimal Wear),0.106,1342,Glock-18,Mil-Spec,MW,0,0,291,488,0,-803,21500000
2021-01-09,Glock-18 | Dragon Tattoo (Minimal Wear),0.107,1530,Glock-18,Mil-Spec,MW,0,0,290,489,0,-802,21500000
2021-01-10,Glock-18 | Dragon Tattoo (Minimal Wear),0.106,1385,Glock-18,Mil-Spec,MW,0,0,289,490,0,-801,21500000
2021-01-11,Glock-18 | Dragon Tattoo (Minimal Wear),0.104,1349,Glock-18,Mil-Spec,MW,0,0,288,491,0,-800,21500000
2021-01-12,Glock-18 | Dragon Tattoo (Minimal Wear),0.103,1523,Glock-18,Mil-Spec,MW,0,0,287,492,0,-799,21500000
2021-01-13,Glock-18 | Dragon Tattoo (Minimal Wear),0.106,1660,Glock-18,Mil-Spec,MW,0,0,286,493,0,-798,21500000
2021-01-14,Glock-18 | Dragon Tattoo (Minimal Wear),0.106,1554,Glock-18,Mil-Spec,MW,0,0,285,494,0,-797,21500000
2021-01-15,Glock-18 | Dragon Tattoo (Minimal Wear),0.107,1788,Glock-18,Mil-Spec,MW,0,0,284,495,0,-796,21500000
2021-01-16,Glock-18 | Dragon Tattoo (Minimal Wear),0.107,1826,Glock-18,Mil-Spec,MW,0,0,283,496,0,-795,21500000
2021-01-17,Glock-18 | Dragon Tattoo (Minimal Wear),0.109,1551,Glock-18,Mil-Spec,MW,0,0,282,497,0,-794,21500000
2021-01-18,Glock-18 | Dragon Tattoo (Minimal Wear),0.111,1894,Glock-18,Mil-Spec,MW,0,0,281,498,0,-793,21500000
2021-01-19,Glock-18 | Dragon Tattoo (Minimal Wear),0.11,1638,Glock-18,Mil-Spec,MW,0,0,280,499,0,-792,21500000
2021-01-20,Glock-18 | Dragon Tattoo (Minimal Wear),0.109,2068,Glock-18,Mil-Spec,MW,0,0,279,500,0,-791,21500000
2021-01-21,Glock-18 | Dragon Tattoo (Minimal Wear),0.1069999999999999,1566,Glock-18,Mil-Spec,MW,0,0,278,501,0,-790,21500000
2021-01-22,Glock-18 | Dragon Tattoo (Minimal Wear),0.109,1583,Glock-18,Mil-Spec,MW,0,0,277,502,0,-789,21500000
2021-01-23,Glock-18 | Dragon Tattoo (Minimal Wear),0.107,1301,Glock-18,Mil-Spec,MW,0,0,276,503,0,-788,21500000
2021-01-24,Glock-18 | Dragon Tattoo (Minimal Wear),0.108,1429,Glock-18,Mil-Spec,MW,0,0,275,504,0,-787,21500000
2021-01-25,Glock-18 | Dragon Tattoo (Minimal Wear),0.109,1427,Glock-18,Mil-Spec,MW,0,0,274,505,0,-786,21500000
2021-01-26,Glock-18 | Dragon Tattoo (Minimal Wear),0.108,1489,Glock-18,Mil-Spec,MW,0,0,273,506,0,-785,21500000
2021-01-27,Glock-18 | Dragon Tattoo (Minimal Wear),0.106,1682,Glock-18,Mil-Spec,MW,0,0,272,507,0,-784,21500000
2021-01-28,Glock-18 | Dragon Tattoo (Minimal Wear),0.0969999999999999,1793,Glock-18,Mil-Spec,MW,0,0,271,508,0,-783,21500000
2021-01-29,Glock-18 | Dragon Tattoo (Minimal Wear),0.094,1489,Glock-18,Mil-Spec,MW,0,0,270,509,0,-782,21500000
2021-01-30,Glock-18 | Dragon Tattoo (Minimal Wear),0.098,1970,Glock-18,Mil-Spec,MW,0,0,269,510,0,-781,21500000
2021-01-31,Glock-18 | Dragon Tattoo (Minimal Wear),0.096,1593,Glock-18,Mil-Spec,MW,0,0,268,511,0,-780,21500000
2021-02-01,Glock-18 | Dragon Tattoo (Minimal Wear),0.102,1642,Glock-18,Mil-Spec,MW,0,0,267,512,0,-779,22000000
2021-02-02,Glock-18 | Dragon Tattoo (Minimal Wear),0.103,1434,Glock-18,Mil-Spec,MW,0,0,266,513,0,-778,22000000
2021-02-03,Glock-18 | Dragon Tattoo (Minimal Wear),0.102,1453,Glock-18,Mil-Spec,MW,0,0,265,514,0,-777,22000000
2021-02-04,Glock-18 | Dragon Tattoo (Minimal Wear),0.106,1313,Glock-18,Mil-Spec,MW,0,0,264,515,0,-776,22000000
2021-02-05,Glock-18 | Dragon Tattoo (Minimal Wear),0.108,1402,Glock-18,Mil-Spec,MW,0,0,263,516,0,-775,22000000
2021-02-06,Glock-18 | Dragon Tattoo (Minimal Wear),0.1059999999999999,1409,Glock-18,Mil-Spec,MW,0,0,262,517,0,-774,22000000
2021-02-07,Glock-18 | Dragon Tattoo (Minimal Wear),0.105,1319,Glock-18,Mil-Spec,MW,0,0,261,518,0,-773,22000000
2021-02-08,Glock-18 | Dragon Tattoo (Minimal Wear),0.107,1328,Glock-18,Mil-Spec,MW,0,0,260,519,0,-772,22000000
2021-02-09,Glock-18 | Dragon Tattoo (Minimal Wear),0.107,1359,Glock-18,Mil-Spec,MW,0,0,259,520,0,-771,22000000
2021-02-10,Glock-18 | Dragon Tattoo (Minimal Wear),0.105,1832,Glock-18,Mil-Spec,MW,0,0,258,521,0,-770,22000000
2021-02-11,Glock-18 | Dragon Tattoo (Minimal Wear),0.096,1542,Glock-18,Mil-Spec,MW,0,0,257,522,0,-769,22000000
2021-02-12,Glock-18 | Dragon Tattoo (Minimal Wear),0.093,1600,Glock-18,Mil-Spec,MW,0,0,256,523,0,-768,22000000
2021-02-13,Glock-18 | Dragon Tattoo (Minimal Wear),0.088,1754,Glock-18,Mil-Spec,MW,0,0,255,524,0,-767,22000000
2021-02-14,Glock-18 | Dragon Tattoo (Minimal Wear),0.088,1679,Glock-18,Mil-Spec,MW,0,0,254,525,0,-766,22000000
2021-02-15,Glock-18 | Dragon Tattoo (Minimal Wear),0.089,1679,Glock-18,Mil-Spec,MW,0,0,253,526,0,-765,22000000
2021-02-16,Glock-18 | Dragon Tattoo (Minimal Wear),0.089,1486,Glock-18,Mil-Spec,MW,0,0,252,527,0,-764,22000000
2021-02-17,Glock-18 | Dragon Tattoo (Minimal Wear),0.087,1598,Glock-18,Mil-Spec,MW,0,0,251,528,0,-763,22000000
2021-02-18,Glock-18 | Dragon Tattoo (Minimal Wear),0.089,1818,Glock-18,Mil-Spec,MW,0,0,250,529,0,-762,22000000
2021-02-19,Glock-18 | Dragon Tattoo (Minimal Wear),0.094,2057,Glock-18,Mil-Spec,MW,0,0,249,530,0,-761,22000000
2021-02-20,Glock-18 | Dragon Tattoo (Minimal Wear),0.095,1690,Glock-18,Mil-Spec,MW,0,0,248,531,0,-760,22000000
2021-02-21,Glock-18 | Dragon Tattoo (Minimal Wear),0.097,1276,Glock-18,Mil-Spec,MW,0,0,247,532,0,-759,22000000
2021-02-22,Glock-18 | Dragon Tattoo (Minimal Wear),0.102,1548,Glock-18,Mil-Spec,MW,0,0,246,533,0,-758,22000000
2021-02-23,Glock-18 | Dragon Tattoo (Minimal Wear),0.101,1546,Glock-18,Mil-Spec,MW,0,0,245,534,0,-757,22000000
2021-02-24,Glock-18 | Dragon Tattoo (Minimal Wear),0.1029999999999999,1698,Glock-18,Mil-Spec,MW,0,0,244,535,0,-756,22000000
2021-02-25,Glock-18 | Dragon Tattoo (Minimal Wear),0.107,1502,Glock-18,Mil-Spec,MW,0,0,243,536,0,-755,22000000
2021-02-26,Glock-18 | Dragon Tattoo (Minimal Wear),0.111,1879,Glock-18,Mil-Spec,MW,0,0,242,537,0,-754,22000000
2021-02-27,Glock-18 | Dragon Tattoo (Minimal Wear),0.107,1635,Glock-18,Mil-Spec,MW,0,0,241,538,0,-753,22000000
2021-02-28,Glock-18 | Dragon Tattoo (Minimal Wear),0.107,1537,Glock-18,Mil-Spec,MW,0,0,240,539,0,-752,22000000
2021-03-01,Glock-18 | Dragon Tattoo (Minimal Wear),0.1039999999999999,1365,Glock-18,Mil-Spec,MW,0,0,239,540,0,-751,22500000
2021-03-02,Glock-18 | Dragon Tattoo (Minimal Wear),0.109,1781,Glock-18,Mil-Spec,MW,0,0,238,541,0,-750,22500000
2021-03-03,Glock-18 | Dragon Tattoo (Minimal Wear),0.108,1598,Glock-18,Mil-Spec,MW,0,0,237,542,0,-749,22500000
2021-03-04,Glock-18 | Dragon Tattoo (Minimal Wear),0.109,1363,Glock-18,Mil-Spec,MW,0,0,236,543,0,-748,22500000
2021-03-05,Glock-18 | Dragon Tattoo (Minimal Wear),0.108,1675,Glock-18,Mil-Spec,MW,0,0,235,544,0,-747,22500000
2021-03-06,Glock-18 | Dragon Tattoo (Minimal Wear),0.112,1813,Glock-18,Mil-Spec,MW,0,0,234,545,0,-746,22500000
2021-03-07,Glock-18 | Dragon Tattoo (Minimal Wear),0.114,1754,Glock-18,Mil-Spec,MW,0,0,233,546,0,-745,22500000
2021-03-08,Glock-18 | Dragon Tattoo (Minimal Wear),0.112,1785,Glock-18,Mil-Spec,MW,0,0,232,547,0,-744,22500000
2021-03-09,Glock-18 | Dragon Tattoo (Minimal Wear),0.12,1687,Glock-18,Mil-Spec,MW,0,0,231,548,0,-743,22500000
2021-03-10,Glock-18 | Dragon Tattoo (Minimal Wear),0.116,1931,Glock-18,Mil-Spec,MW,0,0,230,549,0,-742,22500000
2021-03-11,Glock-18 | Dragon Tattoo (Minimal Wear),0.117,1980,Glock-18,Mil-Spec,MW,0,0,229,550,0,-741,22500000
2021-03-12,Glock-18 | Dragon Tattoo (Minimal Wear),0.125,1705,Glock-18,Mil-Spec,MW,0,0,228,551,0,-740,22500000
2021-03-13,Glock-18 | Dragon Tattoo (Minimal Wear),0.13,2033,Glock-18,Mil-Spec,MW,0,0,227,552,0,-739,22500000
2021-03-14,Glock-18 | Dragon Tattoo (Minimal Wear),0.13,1559,Glock-18,Mil-Spec,MW,0,0,226,553,0,-738,22500000
2021-03-15,Glock-18 | Dragon Tattoo (Minimal Wear),0.125,1538,Glock-18,Mil-Spec,MW,0,0,225,554,0,-737,22500000
2021-03-16,Glock-18 | Dragon Tattoo (Minimal Wear),0.126,1436,Glock-18,Mil-Spec,MW,0,0,224,555,0,-736,22500000
2021-03-17,Glock-18 | Dragon Tattoo (Minimal Wear),0.129,2204,Glock-18,Mil-Spec,MW,0,0,223,556,0,-735,22500000
2021-03-18,Glock-18 | Dragon Tattoo (Minimal Wear),0.124,1798,Glock-18,Mil-Spec,MW,0,0,222,557,0,-734,22500000
2021-03-19,Glock-18 | Dragon Tattoo (Minimal Wear),0.128,1851,Glock-18,Mil-Spec,MW,0,0,221,558,0,-733,22500000
2021-03-20,Glock-18 | Dragon Tattoo (Minimal Wear),0.132,1976,Glock-18,Mil-Spec,MW,0,0,220,559,0,-732,22500000
2021-03-21,Glock-18 | Dragon Tattoo (Minimal Wear),0.14,1700,Glock-18,Mil-Spec,MW,0,0,219,560,0,-731,22500000
2021-03-22,Glock-18 | Dragon Tattoo (Minimal Wear),0.134,1929,Glock-18,Mil-Spec,MW,0,0,218,561,0,-730,22500000
2021-03-23,Glock-18 | Dragon Tattoo (Minimal Wear),0.14,1741,Glock-18,Mil-Spec,MW,0,0,217,562,0,-729,22500000
